algorithm,function,dim,max_eval,run_id,best_fitness,execution_time,evaluations_used,avg_nearest_neighbor_distance,dispersion,avg_exploration_pct,avg_distance_to_best,intensification_ratio,avg_exploitation_pct,average_convergence_rate,avg_improvement,success_rate,longest_no_improvement_streak,last_improvement_fraction
AdaptiveDifferentialEvolutionWithGradientBoost,F12022,10,200000,0,300.0000030044106,5.494627237319946,200003,17.361938388819116,267.0023992992607,11.01718353316257,10.962256956540687,0.8877284595300261,88.98281646683743,0.8646765095169672,4593691.703289678,0.16753926701570682,29,0.015706806282722512
AdaptiveDifferentialEvolutionWithGradientBoost,F12022,10,200000,1,300.00000267243064,5.408710718154907,200003,22.35985034075883,277.0685715504718,13.890771706280033,20.061781939916976,0.8407310704960835,86.10922829371997,0.8620981602942717,13938944.64528112,0.17277486910994763,20,0.005235602094240838
AdaptiveDifferentialEvolutionWithGradientBoost,F12022,10,200000,2,300.0000043132954,5.489825963973999,200003,14.45579222890848,271.0363059924101,11.372032806424254,12.08684308421661,0.8642297650130548,88.62796719357574,0.8691069876301819,745201.7746866995,0.14659685863874344,26,0.020942408376963352
AdaptiveDifferentialEvolutionWithGradientBoost,F12022,10,200000,3,300.0000036416872,5.416468381881714,200003,13.749691985735735,312.9719352920337,10.061608302611575,10.926735889504569,0.8668407310704961,89.93839169738843,0.8727474444656483,122504.30636229973,0.1806282722513089,19,0.0
AdaptiveDifferentialEvolutionWithGradientBoost,F12022,10,200000,4,300.00000279415013,5.756239891052246,200004,12.706967225310045,281.4051150724632,13.786149823510417,13.270976797756719,0.8459530026109661,86.21385017648959,0.8817733448583812,2441.0133269889398,0.17801047120418848,27,0.013089005235602094
AdaptiveDifferentialEvolutionWithGradientBoost,F22022,10,200000,0,404.04443566661985,7.300874948501587,200003,11.792669250291153,377.3737329818905,13.047868396816531,5.114532257554245,0.1514360313315927,86.95213160318347,0.8861826388011329,368.5434446971878,0.17539267015706805,30,0.0
AdaptiveDifferentialEvolutionWithGradientBoost,F22022,10,200000,1,408.9161031195569,6.8983848094940186,200003,15.553659400536299,334.06977017015026,32.034042721846625,9.122772305345407,0.6814621409921671,67.96595727815338,0.8835844095377868,1203.224709333467,0.1649214659685864,24,0.02356020942408377
AdaptiveDifferentialEvolutionWithGradientBoost,F22022,10,200000,2,408.91610195105017,6.811225652694702,200000,9.611110183013762,328.9016862523053,5.1287923829876405,3.587043842184934,0.9424083769633508,94.87120761701236,0.8846440132859171,902.6669704845318,0.12335958005249344,71,0.031496062992125984
AdaptiveDifferentialEvolutionWithGradientBoost,F22022,10,200000,3,404.0199053163375,6.9295618534088135,200003,13.574222538342616,335.96619374021316,17.0888891736972,7.0375412536365145,0.206266318537859,82.9111108263028,0.884151387840982,780.6436623074459,0.19895287958115182,32,0.002617801047120419
AdaptiveDifferentialEvolutionWithGradientBoost,F22022,10,200000,4,404.07250972031943,6.909240007400513,200003,12.415961452104526,365.8649589197011,19.13030669698915,8.113197168242293,0.2297650130548303,80.86969330301085,0.8845660502743641,670.2648993815516,0.193717277486911,37,0.002617801047120419
