algorithm,function,dim,max_eval,run_id,best_fitness,execution_time,evaluations_used,avg_nearest_neighbor_distance,dispersion,avg_exploration_pct,avg_distance_to_best,intensification_ratio,avg_exploitation_pct,average_convergence_rate,avg_improvement,success_rate,longest_no_improvement_streak,last_improvement_fraction
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F12022,10,200000,0,300.41719631250936,7.605323076248169,200020,44.58122181072501,274.0596474257272,32.00934827385774,47.882599806410504,0.5310880829015544,67.99065172614226,0.8701534918852386,1290237.349235024,0.08051948051948052,66,0.02077922077922078
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F12022,10,200000,1,300.16881048587464,7.249987840652466,200020,40.13230033703156,256.82942487190195,30.727762347808245,49.443591245838434,0.4896373056994819,69.27223765219176,0.8640477545616548,18804338.89747067,0.08311688311688312,67,0.17402597402597403
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F12022,10,200000,2,300.36870191192736,7.337591886520386,200020,46.72235577342872,286.2800491422946,34.14003534430629,54.16670138604183,0.5310880829015544,65.85996465569372,0.8611474597779214,81325997.43165009,0.07012987012987013,45,0.033766233766233764
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F12022,10,200000,3,300.27002497790994,7.244784116744995,200020,52.24377833127057,249.49752915523428,37.19145083082842,59.44382527824555,0.4637305699481865,62.80854916917158,0.8691435219181892,1690487.4368359442,0.09610389610389611,31,0.005194805194805195
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F12022,10,200000,4,300.4212079075912,7.212365388870239,200020,32.884356399657854,290.32153228783784,26.159353326112896,38.273652352608266,0.5569948186528497,73.84064667388711,0.877931711916655,36120.533830598026,0.09350649350649351,64,0.16623376623376623
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F22022,10,200000,0,408.91994294427013,8.755369424819946,200020,32.15034432611281,294.21222057997403,34.63934066905766,38.98889377490381,0.6062176165803109,65.36065933094234,0.89018605051761,215.74473431384237,0.07532467532467532,57,0.0
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F22022,10,200000,1,405.0719041221933,8.70435357093811,200020,21.258010716624018,289.58857051201176,23.170428406100807,22.142460918086194,0.27979274611398963,76.82957159389919,0.8861556666715323,997.1957327894511,0.09350649350649351,67,0.0
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F22022,10,200000,2,408.9208310154736,8.749951124191284,200020,19.614284634806747,287.4215028763428,15.170752817249033,16.890945701044185,0.805699481865285,84.82924718275096,0.8904954918301008,144.02651026194772,0.0987012987012987,63,0.005194805194805195
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F22022,10,200000,3,405.68934211620433,8.632306337356567,200020,19.218583467961224,291.5053024727442,21.742013060685352,23.800958604935975,0.36787564766839376,78.25798693931465,0.8900777907534904,168.11607064908347,0.1012987012987013,47,0.07792207792207792
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F22022,10,200000,4,408.91900969980816,8.829228639602661,200020,20.00954880945735,297.1814981124831,14.087217187359208,14.969060126448582,0.7953367875647669,85.91278281264078,0.8875327039670964,420.10886751073565,0.12207792207792208,41,0.04415584415584416
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F32022,10,200000,0,600.000004569645,13.074283361434937,200020,21.412093144725393,283.7381039436326,16.289953110424385,19.54634948543669,0.7772020725388601,83.71004688957561,0.9087239381048509,0.052079145345611894,0.11168831168831168,37,0.005194805194805195
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F32022,10,200000,1,600.0000046074309,13.677692651748657,200020,21.70070721503451,298.1955077352696,14.797068729785595,18.564679734382434,0.805699481865285,85.2029312702144,0.9081188750954137,0.062913222191926,0.11948051948051948,56,0.046753246753246755
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F32022,10,200000,2,600.0000057502849,13.543270826339722,200020,20.8771078283177,282.3940845502045,14.057345993567152,19.883237603630384,0.7953367875647669,85.94265400643285,0.909230724244658,0.05475158884451048,0.08571428571428572,61,0.01038961038961039
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F32022,10,200000,3,600.0000057850563,13.914217948913574,200020,23.089202818716704,298.2884490093187,15.604613022893446,19.614616557120257,0.7797927461139896,84.39538697710655,0.9083214408795313,0.05773638095505031,0.11948051948051948,36,0.06233766233766234
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F32022,10,200000,4,600.000007919009,14.169713497161865,200020,24.57018567292368,280.8746292528485,15.824515303672703,20.245576944842465,0.7953367875647669,84.1754846963273,0.9076780892956706,0.07120018481915552,0.12727272727272726,64,0.01818181818181818
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F42022,10,200000,0,857.007357795635,21.599905490875244,200020,75.11542223193783,274.0274803565465,58.554492565619036,151.8705292760076,0.0025906735751295338,41.445507434380964,0.8968972780510329,49.590715703689476,0.01818181818181818,316,0.8207792207792208
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F42022,10,200000,1,870.5,19.43952965736389,200020,78.70470118269478,257.47952837918973,61.3048384492531,142.9389404695768,0.0025906735751295338,38.6951615507469,0.8978269212349188,33.27990871852181,0.01818181818181818,335,0.8701298701298701
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F42022,10,200000,2,867.0433984462792,20.080087900161743,200020,93.83382373715172,255.9205228198458,74.75964383179335,158.6414807765175,0.0025906735751295338,25.240356168206645,0.8980484130300032,17.654496130325043,0.03116883116883117,133,0.34545454545454546
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F42022,10,200000,3,845.8656618539375,19.63145685195923,200020,91.27591316021676,264.29867012839486,69.32449617778866,152.56104203603343,0.0025906735751295338,30.67550382221134,0.898447482454365,44.636716667975634,0.01038961038961039,196,0.18701298701298702
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F42022,10,200000,4,871.3868901602086,19.75220799446106,200020,95.12605912903612,254.32125043037695,72.75448138107627,171.11860955258229,0.0025906735751295338,27.245518618923725,0.8962388508487762,65.79489998674455,0.01818181818181818,144,0.37402597402597404
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F52022,10,200000,0,900.0001541280584,11.120107650756836,200020,35.83906179433014,277.4701992609239,28.532638886302323,43.205069737185575,0.6036269430051814,71.46736111369768,0.9022072750070929,1.021967670105518,0.09090909090909091,49,0.015584415584415584
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F52022,10,200000,1,900.000744476273,11.131711959838867,200020,28.706744588326245,277.54239620999357,21.83585602418453,33.19509078035073,0.6243523316062176,78.16414397581548,0.9023693949644869,0.8558508509748162,0.1012987012987013,54,0.01038961038961039
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F52022,10,200000,2,900.0011500785762,11.04553771018982,200020,30.249320353297552,263.1493626695481,23.268413431166405,33.962314828523716,0.6036269430051814,76.73158656883359,0.9018385760573506,1.3954933973349588,0.07792207792207792,46,0.07792207792207792
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F52022,10,200000,3,900.0012042627268,11.046538591384888,200020,33.15961008775808,258.8406292357498,25.472927961169297,37.32921885316515,0.6062176165803109,74.52707203883071,0.900632209971199,1.9469728223979845,0.09350649350649351,48,0.005194805194805195
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F52022,10,200000,4,900.0006971475822,11.15959906578064,200020,39.91926660563022,232.06575708136478,31.12571833828134,45.237069783250654,0.6062176165803109,68.87428166171865,0.9030128776404588,1.102920112109804,0.05974025974025974,67,0.09090909090909091
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F62022,10,200000,0,7500.683515331437,12.578707218170166,200020,28.71525063338391,338.3198917746974,38.06927735692844,60.268621627716826,0.012953367875647668,61.93072264307156,0.8551504905355128,1471079385.2201707,0.05714285714285714,77,0.03116883116883117
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F62022,10,200000,1,3590.6021991915622,12.6548912525177,200020,62.36021446883411,276.93997701425155,70.3037965625275,119.77793397228803,0.0025906735751295338,29.696203437472505,0.8592255728413878,273159818.72652483,0.04935064935064935,82,0.02077922077922078
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F62022,10,200000,2,12883.920685122865,12.657127857208252,200020,55.76225389553481,277.8943843835796,62.685856692834676,105.00241937366373,0.010362694300518135,37.314143307165324,0.8555603295641208,1495104915.0382223,0.046753246753246755,116,0.02077922077922078
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F62022,10,200000,3,9917.311418389483,12.739219427108765,200020,54.61905188740992,279.73059852272905,56.435505080566145,91.36555603937727,0.0025906735751295338,43.564494919433855,0.857177478869851,481766862.2505237,0.07012987012987013,84,0.0
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F62022,10,200000,4,2695.96470733321,13.13915205001831,200020,67.32793038381865,287.3826238846298,58.05430166724697,113.63440498968941,0.0025906735751295338,41.94569833275303,0.8574389470392862,502895715.69229704,0.05974025974025974,36,0.05714285714285714
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F72022,10,200000,0,2031.372959761784,117.10734033584595,200020,26.233297230174593,285.85918929840517,40.19942514277226,64.83407193558102,0.007772020725388601,59.80057485722774,0.8854071757917471,2761.2029002292925,0.046753246753246755,162,0.015584415584415584
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F72022,10,200000,1,2021.7467993564067,116.1619336605072,200020,21.42941194079998,291.38826251130655,37.77736160194116,50.29580815613414,0.32124352331606215,62.22263839805884,0.8879322182786231,830.1979451748368,0.05194805194805195,142,0.08311688311688312
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F72022,10,200000,2,2023.9014540422093,115.8627233505249,200020,43.9841737567935,266.5436534163397,57.668277234933555,112.64819173423285,0.16062176165803108,42.331722765066445,0.8880240123496229,693.7440803231227,0.05974025974025974,62,0.06753246753246753
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F72022,10,200000,3,2029.58702726967,111.85366177558899,200020,41.1502552730834,291.1271786770774,55.59545522875332,96.76879858275394,0.02072538860103627,44.40454477124668,0.8871907547717244,1526.8665794599704,0.03896103896103896,161,0.41818181818181815
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F72022,10,200000,4,2026.4152936460434,111.3431453704834,200020,30.20210557725257,290.3961849583776,37.25376940221812,55.548910333646475,0.05181347150259067,62.74623059778188,0.8876656360942548,1096.4009767982159,0.04415584415584416,148,0.11428571428571428
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F82022,10,200000,0,2226.6680800006766,156.34523248672485,200020,74.78264375447361,264.4491409207832,71.96422668691771,154.90249551678852,0.0025906735751295338,28.035773313082288,0.824467150905431,3204457393652494.0,0.033766233766233764,68,0.0
AdaptiveDifferentialEvolutionWithAdaptivePerturbation,F82022,10,200000,1,2225.714947165354,163.34032607078552,200020,29.766250278198587,306.146439242203,41.340033157975874,51.60470850012454,0.3549222797927461,58.659966842024126,0.8271818217971939,419666412704258.5,0.07272727272727272,130,0.01818181818181818
